date,positive_count,negative_count,neutral_count,avg_sentiment_score
2022-06-30,1,0,0,0.9997120024927426
2022-07-01,1,0,0,0.8781935311853886
2022-07-03,0,1,0,-0.9988560161436908
2022-07-04,0,1,0,-0.9999624251631758
2022-07-05,0,0,1,-4.692078016788059e-06
2022-07-06,1,0,0,0.9995802326448029
2022-07-07,0,0,1,-4.446603270480409e-05
2022-07-08,0,0,1,-0.0053765925113111734
2022-07-11,0,1,0,-0.9816552763804793
2022-07-13,1,2,0,-0.3618807589427888
2022-07-16,0,3,1,-0.7499631279109487
2022-07-18,0,3,4,-0.4323026001336567
2022-07-19,0,1,1,-0.6209667167477164
2022-07-21,0,1,0,-0.9998760082344234
2022-07-25,1,0,0,0.963196437805891
2022-07-26,0,1,0,-0.9999584522574878
2022-07-27,1,0,0,0.9517811988480389
2022-07-28,0,2,0,-0.9773236382025061
2022-07-29,0,1,0,-0.9999970519704959
2022-07-30,0,2,0,-0.9996228257296025
2022-08-02,0,1,0,-0.9996799705695594
2022-08-03,2,0,0,0.9939188406569883
2022-08-04,2,1,0,0.2556002919736784
2022-08-05,0,0,2,-0.13837931474699872
2022-08-06,0,1,0,-0.9988560161436908
2022-08-09,1,0,0,0.80577702075243
2022-08-10,0,2,1,-0.6704058418908971
2022-08-11,0,2,2,-0.49989821886039465
2022-08-12,1,3,0,-0.5103493831255435
2022-08-13,0,0,1,1.3218174998996801e-08
2022-08-15,1,0,0,0.8405757993459702
2022-08-16,0,1,0,-0.7740059294155799
2022-08-17,0,1,0,-0.999992649272798
2022-08-19,1,1,0,-0.06089375468764047
2022-08-22,0,1,0,-0.9921858310699463
2022-08-23,0,2,0,-0.99993967798639
2022-08-24,0,4,0,-0.941891333426895
2022-08-25,0,2,0,-0.9999740766370451
2022-08-26,0,1,1,-0.49962618706404527
2022-08-30,0,1,0,-0.999988657175436
2022-08-31,0,1,0,-0.9999683420255678
2022-09-01,0,1,0,-0.999985705675499
2022-09-02,0,1,1,-0.5026863113065474
2022-09-05,0,1,0,-0.9999456159075635
2022-09-07,0,1,0,-0.9999489642086701
2022-09-08,0,2,1,-0.6678107752074235
2022-09-09,0,0,1,-5.07664648807804e-06
2022-09-12,0,2,2,-0.49961332065894404
2022-09-13,0,2,1,-0.6679850675831934
2022-09-14,0,0,1,-0.0007933778906590305
2022-09-15,1,0,0,0.9237438775599003
2022-09-19,1,1,0,-0.07970986338267494
2022-09-20,1,0,0,0.80577702075243
2022-09-21,1,2,1,-0.27129723084590296
2022-09-22,2,1,0,0.24639124578485885
2022-09-27,1,2,1,-0.4764394081576029
2022-09-28,0,0,2,-0.04539739295069012
2022-09-30,0,1,3,-0.08878004833866981
2022-10-03,0,0,1,-0.19452543041552417
2022-10-04,0,1,0,-0.9999179918340815
2022-10-05,1,0,0,0.914333950728178
2022-10-06,1,0,0,0.9237438775599003
2022-10-07,1,2,0,-0.3733945003177723
2022-10-10,1,0,0,0.8955004205927253
2022-10-12,0,0,1,-0.0007933778906590305
2022-10-14,2,0,1,0.6243230970845252
2022-10-15,0,2,0,-0.9999393462940134
2022-10-16,0,1,0,-0.9999756190459266
2022-10-17,0,2,2,-0.4999250923426857
2022-10-19,0,0,1,1.2882710507255979e-06
2022-10-20,0,0,2,-4.77545225479048e-05
2022-10-21,2,0,0,0.8791274684481323
2022-10-24,1,0,0,0.9998163386335364
2022-10-27,1,0,0,0.9237438775599003
2022-10-28,1,0,0,0.7717071324586868
2022-10-29,0,1,0,-0.9998485907781287
2022-10-31,2,1,0,0.2741805862677893
2022-11-01,0,0,1,-5.262878221401479e-05
2022-11-02,1,0,0,0.9999868726049499
2022-11-03,1,0,2,0.333333480505563
2022-11-04,0,1,0,-0.944529252810753
2022-11-07,1,1,1,0.010890463560031094
2022-11-10,0,2,1,-0.4308946444635282
2022-11-11,1,1,3,0.0006625725069625332
2022-11-12,0,2,0,-0.9994036411580964
2022-11-14,0,2,1,-0.6664437862855076
2022-11-15,0,3,1,-0.605259441520225
2022-11-16,0,1,0,-0.0398426353931427
2022-11-17,0,1,0,-0.9996930472188978
2022-11-18,0,2,0,-0.9991019340434377
2022-11-21,0,1,0,-0.9999498433917324
2022-11-22,0,1,0,-0.9986371378763579
2022-11-23,0,1,0,-0.999702239088947
2022-11-24,0,2,1,-0.6659052315761519
2022-11-25,0,0,1,-0.0009628764219087316
2022-11-26,0,1,0,-0.9999179918340815
2022-11-28,2,0,0,0.7433948043362761
2022-11-29,0,1,0,-0.9999890964959377
2022-11-30,0,1,0,-0.9990261702623684
2022-12-01,2,0,0,0.9994409759210612
2022-12-02,0,1,1,-0.499911560491455
2022-12-05,0,1,0,-0.9998056106705917
2022-12-06,0,1,0,-0.9593459721654654
